# Finite Temperature QED corrections for d2P_int/dT2. [d2P_int/dT2] = MeV^2
# Using the results from Escudero, Jackson, Laine and Sandner 2025.XXXXX with me = 0.51099895, alpha = 1/137.035999084. Previous versions used results from Mangano et al astro-ph/0111408 (LO) and Bennett et al 1911.04504 (NLO).
# T (MeV)           dP2_int/dT2 (e^2)    dP2_int/dT2 (e^3)    dP2_int/dT2 (e^4)    dP2_int/dT2 (e^5)    
6.174582E+00        -7.268305E-01        6.483853E-02        -4.804700E-03        2.849702E-04        
6.169036E+00        -7.255227E-01        6.472206E-02        -4.795048E-03        2.843231E-04        
6.163494E+00        -7.242173E-01        6.460580E-02        -4.785415E-03        2.836773E-04        
6.157957E+00        -7.229143E-01        6.448975E-02        -4.775801E-03        2.830330E-04        
6.152425E+00        -7.216136E-01        6.437391E-02        -4.766206E-03        2.823900E-04        
6.146898E+00        -7.203152E-01        6.425827E-02        -4.756630E-03        2.817485E-04        
6.141377E+00        -7.190192E-01        6.414285E-02        -4.747073E-03        2.811083E-04        
6.135860E+00        -7.177255E-01        6.402763E-02        -4.737535E-03        2.804696E-04        
6.130348E+00        -7.164341E-01        6.391262E-02        -4.728015E-03        2.798322E-04        
6.124841E+00        -7.151450E-01        6.379781E-02        -4.718515E-03        2.791962E-04        
6.119339E+00        -7.138582E-01        6.368321E-02        -4.709034E-03        2.785616E-04        
6.113842E+00        -7.125738E-01        6.356881E-02        -4.699571E-03        2.779283E-04        
6.108349E+00        -7.112917E-01        6.345463E-02        -4.690128E-03        2.772965E-04        
6.102862E+00        -7.100118E-01        6.334064E-02        -4.680703E-03        2.766660E-04        
6.097380E+00        -7.087343E-01        6.322686E-02        -4.671296E-03        2.760369E-04        
6.091903E+00        -7.074591E-01        6.311329E-02        -4.661909E-03        2.754091E-04        
6.086430E+00        -7.061861E-01        6.299992E-02        -4.652540E-03        2.747828E-04        
6.080963E+00        -7.049154E-01        6.288675E-02        -4.643189E-03        2.741577E-04        
6.075500E+00        -7.036471E-01        6.277379E-02        -4.633858E-03        2.735341E-04        
6.070042E+00        -7.023810E-01        6.266103E-02        -4.624544E-03        2.729118E-04        
6.064589E+00        -7.011171E-01        6.254847E-02        -4.615249E-03        2.722908E-04        
6.059141E+00        -6.998556E-01        6.243611E-02        -4.605973E-03        2.716712E-04        
6.053698E+00        -6.985963E-01        6.232396E-02        -4.596715E-03        2.710529E-04        
6.048260E+00        -6.973393E-01        6.221200E-02        -4.587476E-03        2.704360E-04        
6.042827E+00        -6.960845E-01        6.210025E-02        -4.578254E-03        2.698205E-04        
6.037399E+00        -6.948320E-01        6.198870E-02        -4.569052E-03        2.692062E-04        
6.031975E+00        -6.935817E-01        6.187735E-02        -4.559867E-03        2.685933E-04        
6.026557E+00        -6.923337E-01        6.176620E-02        -4.550701E-03        2.679818E-04        
6.021143E+00        -6.910879E-01        6.165525E-02        -4.541552E-03        2.673715E-04        
6.015734E+00        -6.898444E-01        6.154449E-02        -4.532422E-03        2.667626E-04        
6.010330E+00        -6.886030E-01        6.143394E-02        -4.523311E-03        2.661550E-04        
6.004931E+00        -6.873640E-01        6.132358E-02        -4.514217E-03        2.655488E-04        
5.999536E+00        -6.861271E-01        6.121343E-02        -4.505141E-03        2.649438E-04        
5.994147E+00        -6.848925E-01        6.110347E-02        -4.496083E-03        2.643402E-04        
5.988762E+00        -6.836601E-01        6.099371E-02        -4.487044E-03        2.637379E-04        
5.983383E+00        -6.824299E-01        6.088414E-02        -4.478022E-03        2.631369E-04        
5.978008E+00        -6.812019E-01        6.077478E-02        -4.469018E-03        2.625372E-04        
5.972637E+00        -6.799761E-01        6.066560E-02        -4.460032E-03        2.619388E-04        
5.967272E+00        -6.787525E-01        6.055663E-02        -4.451064E-03        2.613417E-04        
5.961912E+00        -6.775311E-01        6.044785E-02        -4.442114E-03        2.607459E-04        
5.956556E+00        -6.763119E-01        6.033927E-02        -4.433181E-03        2.601514E-04        
5.951205E+00        -6.750949E-01        6.023088E-02        -4.424266E-03        2.595582E-04        
5.945859E+00        -6.738801E-01        6.012268E-02        -4.415369E-03        2.589663E-04        
5.940518E+00        -6.726675E-01        6.001468E-02        -4.406490E-03        2.583757E-04        
5.935181E+00        -6.714570E-01        5.990688E-02        -4.397628E-03        2.577863E-04        
5.929850E+00        -6.702487E-01        5.979926E-02        -4.388784E-03        2.571983E-04        
5.924523E+00        -6.690426E-01        5.969184E-02        -4.379957E-03        2.566115E-04        
5.919201E+00        -6.678387E-01        5.958462E-02        -4.371148E-03        2.560260E-04        
5.913883E+00        -6.666369E-01        5.947758E-02        -4.362357E-03        2.554418E-04        
5.908571E+00        -6.654373E-01        5.937074E-02        -4.353582E-03        2.548588E-04        
5.903263E+00        -6.642398E-01        5.926409E-02        -4.344826E-03        2.542772E-04        
5.897960E+00        -6.630445E-01        5.915763E-02        -4.336086E-03        2.536968E-04        
5.892662E+00        -6.618513E-01        5.905137E-02        -4.327365E-03        2.531176E-04        
5.887368E+00        -6.606603E-01        5.894529E-02        -4.318660E-03        2.525397E-04        
5.882080E+00        -6.594714E-01        5.883941E-02        -4.309973E-03        2.519631E-04        
5.876796E+00        -6.582847E-01        5.873371E-02        -4.301303E-03        2.513877E-04        
5.871516E+00        -6.571000E-01        5.862820E-02        -4.292650E-03        2.508136E-04        
5.866242E+00        -6.559175E-01        5.852289E-02        -4.284014E-03        2.502407E-04        
5.860972E+00        -6.547372E-01        5.841776E-02        -4.275396E-03        2.496691E-04        
5.855707E+00        -6.535589E-01        5.831282E-02        -4.266794E-03        2.490988E-04        
5.850447E+00        -6.523828E-01        5.820807E-02        -4.258210E-03        2.485296E-04        
5.845191E+00        -6.512088E-01        5.810351E-02        -4.249643E-03        2.479617E-04        
5.839941E+00        -6.500369E-01        5.799914E-02        -4.241093E-03        2.473951E-04        
5.834694E+00        -6.488671E-01        5.789495E-02        -4.232560E-03        2.468297E-04        
5.829453E+00        -6.476993E-01        5.779095E-02        -4.224043E-03        2.462655E-04        
5.824216E+00        -6.465337E-01        5.768714E-02        -4.215544E-03        2.457025E-04        
5.818984E+00        -6.453702E-01        5.758351E-02        -4.207062E-03        2.451408E-04        
5.813757E+00        -6.442088E-01        5.748007E-02        -4.198596E-03        2.445803E-04        
5.808534E+00        -6.430495E-01        5.737682E-02        -4.190147E-03        2.440210E-04        
5.803317E+00        -6.418922E-01        5.727375E-02        -4.181715E-03        2.434630E-04        
5.798103E+00        -6.407370E-01        5.717086E-02        -4.173300E-03        2.429061E-04        
5.792895E+00        -6.395839E-01        5.706816E-02        -4.164902E-03        2.423505E-04        
5.787691E+00        -6.384329E-01        5.696565E-02        -4.156520E-03        2.417961E-04        
5.782492E+00        -6.372839E-01        5.686332E-02        -4.148155E-03        2.412429E-04        
5.777297E+00        -6.361370E-01        5.676117E-02        -4.139806E-03        2.406909E-04        
5.772107E+00        -6.349922E-01        5.665921E-02        -4.131474E-03        2.401401E-04        
5.766922E+00        -6.338494E-01        5.655743E-02        -4.123159E-03        2.395905E-04        
5.761742E+00        -6.327087E-01        5.645583E-02        -4.114860E-03        2.390421E-04        
5.756566E+00        -6.315700E-01        5.635442E-02        -4.106578E-03        2.384949E-04        
5.751395E+00        -6.304334E-01        5.625318E-02        -4.098312E-03        2.379489E-04        
5.746228E+00        -6.292988E-01        5.615213E-02        -4.090062E-03        2.374041E-04        
5.741066E+00        -6.281662E-01        5.605126E-02        -4.081829E-03        2.368605E-04        
5.735909E+00        -6.270357E-01        5.595057E-02        -4.073613E-03        2.363180E-04        
5.730756E+00        -6.259072E-01        5.585007E-02        -4.065412E-03        2.357768E-04        
5.725608E+00        -6.247808E-01        5.574974E-02        -4.057228E-03        2.352367E-04        
5.720465E+00        -6.236563E-01        5.564959E-02        -4.049061E-03        2.346978E-04        
5.715326E+00        -6.225339E-01        5.554962E-02        -4.040909E-03        2.341601E-04        
5.710192E+00        -6.214135E-01        5.544984E-02        -4.032774E-03        2.336236E-04        
5.705062E+00        -6.202951E-01        5.535023E-02        -4.024655E-03        2.330882E-04        
5.699937E+00        -6.191787E-01        5.525080E-02        -4.016551E-03        2.325540E-04        
5.694817E+00        -6.180643E-01        5.515155E-02        -4.008465E-03        2.320210E-04        
5.689701E+00        -6.169520E-01        5.505247E-02        -4.000394E-03        2.314891E-04        
5.684590E+00        -6.158416E-01        5.495358E-02        -3.992339E-03        2.309584E-04        
5.679484E+00        -6.147332E-01        5.485486E-02        -3.984300E-03        2.304288E-04        
5.674382E+00        -6.136268E-01        5.475632E-02        -3.976277E-03        2.299004E-04        
5.669284E+00        -6.125224E-01        5.465796E-02        -3.968271E-03        2.293732E-04        
5.664191E+00        -6.114200E-01        5.455977E-02        -3.960280E-03        2.288471E-04        
5.659103E+00        -6.103196E-01        5.446176E-02        -3.952305E-03        2.283222E-04        
5.654019E+00        -6.092211E-01        5.436393E-02        -3.944345E-03        2.277984E-04        
5.648940E+00        -6.081246E-01        5.426627E-02        -3.936402E-03        2.272757E-04        
5.643866E+00        -6.070301E-01        5.416879E-02        -3.928474E-03        2.267542E-04        
5.638796E+00        -6.059375E-01        5.407148E-02        -3.920563E-03        2.262339E-04        
5.633730E+00        -6.048469E-01        5.397435E-02        -3.912667E-03        2.257147E-04        
5.628670E+00        -6.037583E-01        5.387739E-02        -3.904786E-03        2.251966E-04        
5.623613E+00        -6.026716E-01        5.378060E-02        -3.896922E-03        2.246796E-04        
5.618561E+00        -6.015869E-01        5.368399E-02        -3.889073E-03        2.241638E-04        
5.613514E+00        -6.005041E-01        5.358755E-02        -3.881239E-03        2.236491E-04        
5.608472E+00        -5.994233E-01        5.349129E-02        -3.873421E-03        2.231355E-04        
5.603433E+00        -5.983444E-01        5.339520E-02        -3.865619E-03        2.226231E-04        
5.598400E+00        -5.972674E-01        5.329928E-02        -3.857832E-03        2.221117E-04        
5.593371E+00        -5.961924E-01        5.320353E-02        -3.850061E-03        2.216015E-04        
5.588346E+00        -5.951193E-01        5.310796E-02        -3.842305E-03        2.210924E-04        
5.583326E+00        -5.940482E-01        5.301256E-02        -3.834564E-03        2.205844E-04        
5.578310E+00        -5.929789E-01        5.291732E-02        -3.826839E-03        2.200775E-04        
5.573299E+00        -5.919116E-01        5.282226E-02        -3.819130E-03        2.195718E-04        
5.568293E+00        -5.908462E-01        5.272737E-02        -3.811435E-03        2.190671E-04        
5.563291E+00        -5.897827E-01        5.263265E-02        -3.803756E-03        2.185636E-04        
