# Finite Temperature QED corrections for dP_int/dT. [dP_int/dT] = MeV^3
# Using the results from Escudero, Jackson, Laine and Sandner 2025.XXXXX with me = 0.51099895, alpha = 1/137.035999084. Previous versions used results from Mangano et al astro-ph/0111408 (LO) and Bennett et al 1911.04504 (NLO).
# T (MeV)           dP_int/dT (e^2)      dP_int/dT (e^3)      dP_int/dT (e^4)      dP_int/dT (e^5)      
8.056363E+00        -3.319324E+00        2.963655E-01        -2.160703E-02        1.256135E-03        
8.049126E+00        -3.310370E+00        2.955673E-01        -2.154416E-02        1.252134E-03        
8.041896E+00        -3.301440E+00        2.947713E-01        -2.148148E-02        1.248145E-03        
8.034671E+00        -3.292534E+00        2.939773E-01        -2.141897E-02        1.244169E-03        
8.027454E+00        -3.283652E+00        2.931856E-01        -2.135665E-02        1.240205E-03        
8.020243E+00        -3.274794E+00        2.923959E-01        -2.129451E-02        1.236253E-03        
8.013038E+00        -3.265960E+00        2.916084E-01        -2.123254E-02        1.232314E-03        
8.005840E+00        -3.257149E+00        2.908230E-01        -2.117076E-02        1.228387E-03        
7.998648E+00        -3.248363E+00        2.900397E-01        -2.110915E-02        1.224472E-03        
7.991462E+00        -3.239600E+00        2.892585E-01        -2.104773E-02        1.220570E-03        
7.984284E+00        -3.230860E+00        2.884794E-01        -2.098648E-02        1.216679E-03        
7.977111E+00        -3.222145E+00        2.877024E-01        -2.092540E-02        1.212801E-03        
7.969945E+00        -3.213452E+00        2.869275E-01        -2.086451E-02        1.208935E-03        
7.962786E+00        -3.204784E+00        2.861547E-01        -2.080379E-02        1.205080E-03        
7.955633E+00        -3.196138E+00        2.853840E-01        -2.074324E-02        1.201238E-03        
7.948486E+00        -3.187516E+00        2.846154E-01        -2.068287E-02        1.197408E-03        
7.941346E+00        -3.178917E+00        2.838488E-01        -2.062268E-02        1.193589E-03        
7.934212E+00        -3.170341E+00        2.830843E-01        -2.056266E-02        1.189783E-03        
7.927084E+00        -3.161788E+00        2.823218E-01        -2.050281E-02        1.185988E-03        
7.919963E+00        -3.153259E+00        2.815614E-01        -2.044314E-02        1.182205E-03        
7.912849E+00        -3.144752E+00        2.808031E-01        -2.038364E-02        1.178434E-03        
7.905741E+00        -3.136269E+00        2.800468E-01        -2.032431E-02        1.174675E-03        
7.898639E+00        -3.127808E+00        2.792925E-01        -2.026515E-02        1.170927E-03        
7.891543E+00        -3.119370E+00        2.785403E-01        -2.020617E-02        1.167191E-03        
7.884454E+00        -3.110954E+00        2.777900E-01        -2.014735E-02        1.163467E-03        
7.877371E+00        -3.102562E+00        2.770419E-01        -2.008871E-02        1.159754E-03        
7.870295E+00        -3.094192E+00        2.762957E-01        -2.003023E-02        1.156053E-03        
7.863225E+00        -3.085844E+00        2.755515E-01        -1.997192E-02        1.152363E-03        
7.856161E+00        -3.077519E+00        2.748093E-01        -1.991379E-02        1.148685E-03        
7.849104E+00        -3.069217E+00        2.740692E-01        -1.985582E-02        1.145018E-03        
7.842053E+00        -3.060936E+00        2.733310E-01        -1.979802E-02        1.141362E-03        
7.835008E+00        -3.052679E+00        2.725948E-01        -1.974038E-02        1.137718E-03        
7.827970E+00        -3.044443E+00        2.718606E-01        -1.968291E-02        1.134086E-03        
7.820938E+00        -3.036230E+00        2.711284E-01        -1.962561E-02        1.130465E-03        
7.813912E+00        -3.028038E+00        2.703981E-01        -1.956848E-02        1.126854E-03        
7.806893E+00        -3.019869E+00        2.696698E-01        -1.951151E-02        1.123256E-03        
7.799880E+00        -3.011722E+00        2.689435E-01        -1.945470E-02        1.119668E-03        
7.792873E+00        -3.003597E+00        2.682191E-01        -1.939806E-02        1.116092E-03        
7.785873E+00        -2.995493E+00        2.674967E-01        -1.934158E-02        1.112526E-03        
7.778879E+00        -2.987412E+00        2.667762E-01        -1.928527E-02        1.108972E-03        
7.771891E+00        -2.979352E+00        2.660577E-01        -1.922912E-02        1.105429E-03        
7.764909E+00        -2.971314E+00        2.653411E-01        -1.917313E-02        1.101897E-03        
7.757934E+00        -2.963298E+00        2.646264E-01        -1.911730E-02        1.098376E-03        
7.750965E+00        -2.955303E+00        2.639136E-01        -1.906164E-02        1.094866E-03        
7.744002E+00        -2.947330E+00        2.632028E-01        -1.900613E-02        1.091367E-03        
7.737045E+00        -2.939378E+00        2.624939E-01        -1.895079E-02        1.087878E-03        
7.730095E+00        -2.931448E+00        2.617869E-01        -1.889561E-02        1.084401E-03        
7.723151E+00        -2.923539E+00        2.610818E-01        -1.884058E-02        1.080934E-03        
7.716213E+00        -2.915651E+00        2.603786E-01        -1.878572E-02        1.077479E-03        
7.709282E+00        -2.907785E+00        2.596773E-01        -1.873101E-02        1.074034E-03        
7.702356E+00        -2.899940E+00        2.589779E-01        -1.867647E-02        1.070599E-03        
7.695437E+00        -2.892116E+00        2.582803E-01        -1.862208E-02        1.067176E-03        
7.688524E+00        -2.884313E+00        2.575847E-01        -1.856785E-02        1.063763E-03        
7.681617E+00        -2.876531E+00        2.568909E-01        -1.851377E-02        1.060361E-03        
7.674717E+00        -2.868770E+00        2.561990E-01        -1.845985E-02        1.056969E-03        
7.667823E+00        -2.861030E+00        2.555089E-01        -1.840609E-02        1.053588E-03        
7.660934E+00        -2.853311E+00        2.548207E-01        -1.835249E-02        1.050218E-03        
7.654052E+00        -2.845613E+00        2.541344E-01        -1.829903E-02        1.046858E-03        
7.647177E+00        -2.837935E+00        2.534499E-01        -1.824574E-02        1.043508E-03        
7.640307E+00        -2.830278E+00        2.527672E-01        -1.819260E-02        1.040169E-03        
7.633444E+00        -2.822642E+00        2.520864E-01        -1.813961E-02        1.036840E-03        
7.626586E+00        -2.815026E+00        2.514074E-01        -1.808677E-02        1.033522E-03        
7.619735E+00        -2.807431E+00        2.507303E-01        -1.803409E-02        1.030214E-03        
7.612890E+00        -2.799856E+00        2.500549E-01        -1.798156E-02        1.026917E-03        
7.606052E+00        -2.792302E+00        2.493814E-01        -1.792918E-02        1.023629E-03        
7.599219E+00        -2.784768E+00        2.487097E-01        -1.787696E-02        1.020352E-03        
7.592393E+00        -2.777254E+00        2.480398E-01        -1.782488E-02        1.017085E-03        
7.585572E+00        -2.769761E+00        2.473718E-01        -1.777296E-02        1.013829E-03        
7.578758E+00        -2.762288E+00        2.467055E-01        -1.772118E-02        1.010582E-03        
7.571950E+00        -2.754835E+00        2.460410E-01        -1.766956E-02        1.007346E-03        
7.565148E+00        -2.747402E+00        2.453783E-01        -1.761808E-02        1.004120E-03        
7.558352E+00        -2.739989E+00        2.447174E-01        -1.756676E-02        1.000904E-03        
7.551562E+00        -2.732596E+00        2.440582E-01        -1.751558E-02        9.976974E-04        
7.544778E+00        -2.725223E+00        2.434009E-01        -1.746455E-02        9.945012E-04        
7.538001E+00        -2.717870E+00        2.427453E-01        -1.741367E-02        9.913151E-04        
7.531229E+00        -2.710536E+00        2.420914E-01        -1.736294E-02        9.881389E-04        
7.524464E+00        -2.703223E+00        2.414394E-01        -1.731235E-02        9.849726E-04        
7.517705E+00        -2.695929E+00        2.407891E-01        -1.726191E-02        9.818161E-04        
7.510951E+00        -2.688655E+00        2.401405E-01        -1.721162E-02        9.786696E-04        
7.504204E+00        -2.681400E+00        2.394937E-01        -1.716147E-02        9.755328E-04        
7.497463E+00        -2.674165E+00        2.388486E-01        -1.711147E-02        9.724059E-04        
7.490728E+00        -2.666949E+00        2.382053E-01        -1.706161E-02        9.692887E-04        
7.483999E+00        -2.659753E+00        2.375637E-01        -1.701189E-02        9.661813E-04        
7.477276E+00        -2.652577E+00        2.369238E-01        -1.696232E-02        9.630835E-04        
7.470559E+00        -2.645419E+00        2.362857E-01        -1.691290E-02        9.599955E-04        
7.463848E+00        -2.638281E+00        2.356492E-01        -1.686361E-02        9.569171E-04        
7.457143E+00        -2.631162E+00        2.350145E-01        -1.681447E-02        9.538483E-04        
7.450444E+00        -2.624063E+00        2.343815E-01        -1.676547E-02        9.507890E-04        
7.443751E+00        -2.616982E+00        2.337502E-01        -1.671662E-02        9.477394E-04        
7.437064E+00        -2.609920E+00        2.331206E-01        -1.666790E-02        9.446992E-04        
7.430384E+00        -2.602878E+00        2.324927E-01        -1.661933E-02        9.416686E-04        
7.423709E+00        -2.595855E+00        2.318665E-01        -1.657089E-02        9.386474E-04        
7.417040E+00        -2.588850E+00        2.312419E-01        -1.652260E-02        9.356357E-04        
7.410377E+00        -2.581864E+00        2.306191E-01        -1.647445E-02        9.326334E-04        
7.403720E+00        -2.574898E+00        2.299979E-01        -1.642643E-02        9.296405E-04        
7.397069E+00        -2.567950E+00        2.293784E-01        -1.637856E-02        9.266569E-04        
7.390424E+00        -2.561020E+00        2.287606E-01        -1.633082E-02        9.236827E-04        
7.383786E+00        -2.554110E+00        2.281444E-01        -1.628322E-02        9.207177E-04        
7.377153E+00        -2.547218E+00        2.275299E-01        -1.623576E-02        9.177620E-04        
7.370526E+00        -2.540344E+00        2.269171E-01        -1.618844E-02        9.148156E-04        
7.363904E+00        -2.533489E+00        2.263059E-01        -1.614125E-02        9.118783E-04        
7.357289E+00        -2.526653E+00        2.256963E-01        -1.609421E-02        9.089503E-04        
7.350680E+00        -2.519835E+00        2.250884E-01        -1.604729E-02        9.060314E-04        
7.344077E+00        -2.513035E+00        2.244821E-01        -1.600052E-02        9.031216E-04        
7.337480E+00        -2.506254E+00        2.238775E-01        -1.595387E-02        9.002209E-04        
7.330888E+00        -2.499491E+00        2.232744E-01        -1.590737E-02        8.973293E-04        
7.324303E+00        -2.492746E+00        2.226730E-01        -1.586100E-02        8.944468E-04        
7.317723E+00        -2.486019E+00        2.220733E-01        -1.581476E-02        8.915732E-04        
7.311150E+00        -2.479311E+00        2.214751E-01        -1.576866E-02        8.887087E-04        
7.304582E+00        -2.472620E+00        2.208786E-01        -1.572269E-02        8.858531E-04        
7.298020E+00        -2.465948E+00        2.202836E-01        -1.567685E-02        8.830064E-04        
7.291464E+00        -2.459293E+00        2.196903E-01        -1.563115E-02        8.801686E-04        
7.284914E+00        -2.452657E+00        2.190985E-01        -1.558558E-02        8.773398E-04        
7.278370E+00        -2.446038E+00        2.185084E-01        -1.554014E-02        8.745197E-04        
7.271832E+00        -2.439438E+00        2.179198E-01        -1.549483E-02        8.717085E-04        
7.265299E+00        -2.432855E+00        2.173328E-01        -1.544965E-02        8.689061E-04        
7.258773E+00        -2.426289E+00        2.167474E-01        -1.540461E-02        8.661125E-04        
