# Finite Temperature QED corrections for P_int. [P_int] = MeV^4
# Using the results from Escudero, Jackson, Laine and Sandner 2025.XXXXX with me = 0.51099895, alpha = 1/137.035999084. Previous versions used results from Mangano et al astro-ph/0111408 (LO) and Bennett et al 1911.04504 (NLO).
# T (MeV)           P_int (e^2)          P_int (e^3)          P_int (e^4)          P_int (e^5)          
3.002973E+01        -1.293965E+03        1.152728E+02        -1.055340E+01        4.105137E-01        
3.000275E+01        -1.289321E+03        1.148591E+02        -1.051373E+01        4.088807E-01        
2.997580E+01        -1.284693E+03        1.144470E+02        -1.047421E+01        4.072541E-01        
2.994887E+01        -1.280082E+03        1.140363E+02        -1.043483E+01        4.056339E-01        
2.992197E+01        -1.275487E+03        1.136270E+02        -1.039561E+01        4.040201E-01        
2.989509E+01        -1.270909E+03        1.132193E+02        -1.035653E+01        4.024126E-01        
2.986824E+01        -1.266347E+03        1.128130E+02        -1.031759E+01        4.008115E-01        
2.984140E+01        -1.261802E+03        1.124081E+02        -1.027881E+01        3.992167E-01        
2.981460E+01        -1.257273E+03        1.120048E+02        -1.024017E+01        3.976282E-01        
2.978781E+01        -1.252760E+03        1.116028E+02        -1.020167E+01        3.960459E-01        
2.976106E+01        -1.248264E+03        1.112023E+02        -1.016332E+01        3.944699E-01        
2.973432E+01        -1.243783E+03        1.108033E+02        -1.012511E+01        3.929001E-01        
2.970761E+01        -1.239319E+03        1.104057E+02        -1.008704E+01        3.913364E-01        
2.968092E+01        -1.234871E+03        1.100095E+02        -1.004912E+01        3.897790E-01        
2.965426E+01        -1.230438E+03        1.096147E+02        -1.001134E+01        3.882276E-01        
2.962762E+01        -1.226022E+03        1.092213E+02        -9.973704E+00        3.866824E-01        
2.960101E+01        -1.221621E+03        1.088294E+02        -9.936207E+00        3.851433E-01        
2.957442E+01        -1.217236E+03        1.084388E+02        -9.898850E+00        3.836102E-01        
2.954785E+01        -1.212867E+03        1.080497E+02        -9.861634E+00        3.820832E-01        
2.952130E+01        -1.208514E+03        1.076620E+02        -9.824558E+00        3.805622E-01        
2.949479E+01        -1.204176E+03        1.072756E+02        -9.787620E+00        3.790472E-01        
2.946829E+01        -1.199854E+03        1.068907E+02        -9.750821E+00        3.775382E-01        
2.944182E+01        -1.195547E+03        1.065071E+02        -9.714161E+00        3.760351E-01        
2.941537E+01        -1.191256E+03        1.061249E+02        -9.677637E+00        3.745380E-01        
2.938895E+01        -1.186980E+03        1.057440E+02        -9.641251E+00        3.730467E-01        
2.936255E+01        -1.182720E+03        1.053646E+02        -9.605001E+00        3.715614E-01        
2.933617E+01        -1.178475E+03        1.049865E+02        -9.568888E+00        3.700818E-01        
2.930982E+01        -1.174245E+03        1.046097E+02        -9.532909E+00        3.686082E-01        
2.928349E+01        -1.170030E+03        1.042343E+02        -9.497066E+00        3.671403E-01        
2.925718E+01        -1.165830E+03        1.038603E+02        -9.461357E+00        3.656782E-01        
2.923090E+01        -1.161646E+03        1.034876E+02        -9.425783E+00        3.642219E-01        
2.920464E+01        -1.157476E+03        1.031162E+02        -9.390341E+00        3.627713E-01        
2.917840E+01        -1.153322E+03        1.027461E+02        -9.355033E+00        3.613265E-01        
2.915219E+01        -1.149182E+03        1.023774E+02        -9.319857E+00        3.598873E-01        
2.912600E+01        -1.145057E+03        1.020101E+02        -9.284813E+00        3.584539E-01        
2.909984E+01        -1.140947E+03        1.016440E+02        -9.249901E+00        3.570260E-01        
2.907370E+01        -1.136852E+03        1.012792E+02        -9.215120E+00        3.556038E-01        
2.904758E+01        -1.132771E+03        1.009158E+02        -9.180469E+00        3.541873E-01        
2.902149E+01        -1.128705E+03        1.005536E+02        -9.145948E+00        3.527763E-01        
2.899542E+01        -1.124654E+03        1.001928E+02        -9.111557E+00        3.513708E-01        
2.896937E+01        -1.120617E+03        9.983325E+01        -9.077294E+00        3.499709E-01        
2.894335E+01        -1.116595E+03        9.947500E+01        -9.043161E+00        3.485766E-01        
2.891735E+01        -1.112587E+03        9.911803E+01        -9.009155E+00        3.471877E-01        
2.889137E+01        -1.108594E+03        9.876234E+01        -8.975277E+00        3.458043E-01        
2.886542E+01        -1.104614E+03        9.840792E+01        -8.941526E+00        3.444264E-01        
2.883949E+01        -1.100650E+03        9.805478E+01        -8.907902E+00        3.430539E-01        
2.881358E+01        -1.096699E+03        9.770291E+01        -8.874403E+00        3.416868E-01        
2.878770E+01        -1.092762E+03        9.735229E+01        -8.841031E+00        3.403252E-01        
2.876183E+01        -1.088840E+03        9.700294E+01        -8.807784E+00        3.389688E-01        
2.873600E+01        -1.084932E+03        9.665484E+01        -8.774661E+00        3.376179E-01        
2.871018E+01        -1.081038E+03        9.630799E+01        -8.741663E+00        3.362723E-01        
2.868439E+01        -1.077157E+03        9.596238E+01        -8.708789E+00        3.349319E-01        
2.865863E+01        -1.073291E+03        9.561802E+01        -8.676038E+00        3.335969E-01        
2.863288E+01        -1.069439E+03        9.527488E+01        -8.643410E+00        3.322672E-01        
2.860716E+01        -1.065600E+03        9.493299E+01        -8.610904E+00        3.309426E-01        
2.858146E+01        -1.061775E+03        9.459231E+01        -8.578521E+00        3.296234E-01        
2.855579E+01        -1.057964E+03        9.425286E+01        -8.546259E+00        3.283093E-01        
2.853013E+01        -1.054167E+03        9.391463E+01        -8.514118E+00        3.270004E-01        
2.850450E+01        -1.050383E+03        9.357761E+01        -8.482097E+00        3.256967E-01        
2.847890E+01        -1.046612E+03        9.324181E+01        -8.450197E+00        3.243981E-01        
2.845332E+01        -1.042856E+03        9.290720E+01        -8.418416E+00        3.231046E-01        
2.842776E+01        -1.039113E+03        9.257380E+01        -8.386755E+00        3.218163E-01        
2.840222E+01        -1.035383E+03        9.224159E+01        -8.355213E+00        3.205330E-01        
2.837670E+01        -1.031666E+03        9.191058E+01        -8.323789E+00        3.192548E-01        
2.835121E+01        -1.027963E+03        9.158075E+01        -8.292482E+00        3.179817E-01        
2.832574E+01        -1.024274E+03        9.125211E+01        -8.261294E+00        3.167135E-01        
2.830030E+01        -1.020597E+03        9.092465E+01        -8.230222E+00        3.154504E-01        
2.827488E+01        -1.016934E+03        9.059836E+01        -8.199267E+00        3.141923E-01        
2.824948E+01        -1.013284E+03        9.027324E+01        -8.168428E+00        3.129391E-01        
2.822410E+01        -1.009646E+03        8.994929E+01        -8.137705E+00        3.116909E-01        
2.819875E+01        -1.006022E+03        8.962650E+01        -8.107097E+00        3.104476E-01        
2.817341E+01        -1.002411E+03        8.930487E+01        -8.076604E+00        3.092092E-01        
2.814811E+01        -9.988133E+02        8.898439E+01        -8.046226E+00        3.079758E-01        
2.812282E+01        -9.952282E+02        8.866507E+01        -8.015961E+00        3.067471E-01        
2.809756E+01        -9.916559E+02        8.834689E+01        -7.985811E+00        3.055234E-01        
2.807232E+01        -9.880964E+02        8.802985E+01        -7.955773E+00        3.043044E-01        
2.804710E+01        -9.845497E+02        8.771395E+01        -7.925848E+00        3.030903E-01        
2.802190E+01        -9.810158E+02        8.739918E+01        -7.896035E+00        3.018810E-01        
2.799673E+01        -9.774945E+02        8.708555E+01        -7.866334E+00        3.006764E-01        
2.797158E+01        -9.739858E+02        8.677303E+01        -7.836745E+00        2.994766E-01        
2.794645E+01        -9.704898E+02        8.646164E+01        -7.807267E+00        2.982816E-01        
2.792135E+01        -9.670063E+02        8.615137E+01        -7.777899E+00        2.970913E-01        
2.789627E+01        -9.635353E+02        8.584221E+01        -7.748642E+00        2.959056E-01        
2.787121E+01        -9.600768E+02        8.553416E+01        -7.719494E+00        2.947247E-01        
2.784617E+01        -9.566306E+02        8.522722E+01        -7.690456E+00        2.935484E-01        
2.782116E+01        -9.531969E+02        8.492137E+01        -7.661527E+00        2.923768E-01        
2.779616E+01        -9.497754E+02        8.461663E+01        -7.632707E+00        2.912098E-01        
2.777119E+01        -9.463663E+02        8.431298E+01        -7.603994E+00        2.900474E-01        
2.774625E+01        -9.429694E+02        8.401041E+01        -7.575390E+00        2.888896E-01        
2.772132E+01        -9.395846E+02        8.370894E+01        -7.546892E+00        2.877363E-01        
2.769642E+01        -9.362121E+02        8.340854E+01        -7.518502E+00        2.865877E-01        
2.767154E+01        -9.328516E+02        8.310923E+01        -7.490218E+00        2.854435E-01        
2.764668E+01        -9.295032E+02        8.281098E+01        -7.462041E+00        2.843039E-01        
2.762184E+01        -9.261668E+02        8.251381E+01        -7.433969E+00        2.831688E-01        
2.759703E+01        -9.228423E+02        8.221770E+01        -7.406003E+00        2.820382E-01        
2.757224E+01        -9.195298E+02        8.192266E+01        -7.378141E+00        2.809120E-01        
2.754747E+01        -9.162292E+02        8.162868E+01        -7.350384E+00        2.797903E-01        
2.752273E+01        -9.129405E+02        8.133575E+01        -7.322732E+00        2.786730E-01        
2.749800E+01        -9.096635E+02        8.104387E+01        -7.295183E+00        2.775602E-01        
2.747330E+01        -9.063983E+02        8.075304E+01        -7.267737E+00        2.764517E-01        
2.744862E+01        -9.031448E+02        8.046325E+01        -7.240395E+00        2.753477E-01        
2.742396E+01        -8.999030E+02        8.017450E+01        -7.213155E+00        2.742479E-01        
2.739933E+01        -8.966729E+02        7.988679E+01        -7.186018E+00        2.731526E-01        
2.737471E+01        -8.934543E+02        7.960011E+01        -7.158982E+00        2.720615E-01        
2.735012E+01        -8.902473E+02        7.931446E+01        -7.132048E+00        2.709748E-01        
2.732555E+01        -8.870518E+02        7.902983E+01        -7.105215E+00        2.698924E-01        
2.730101E+01        -8.838677E+02        7.874623E+01        -7.078483E+00        2.688142E-01        
2.727648E+01        -8.806951E+02        7.846364E+01        -7.051851E+00        2.677403E-01        
2.725198E+01        -8.775339E+02        7.818207E+01        -7.025319E+00        2.666707E-01        
2.722750E+01        -8.743840E+02        7.790151E+01        -6.998886E+00        2.656053E-01        
2.720304E+01        -8.712454E+02        7.762196E+01        -6.972553E+00        2.645441E-01        
2.717860E+01        -8.681181E+02        7.734340E+01        -6.946319E+00        2.634871E-01        
2.715419E+01        -8.650020E+02        7.706585E+01        -6.920183E+00        2.624343E-01        
2.712979E+01        -8.618971E+02        7.678930E+01        -6.894145E+00        2.613856E-01        
2.710542E+01        -8.588034E+02        7.651373E+01        -6.868206E+00        2.603411E-01        
2.708107E+01        -8.557207E+02        7.623916E+01        -6.842363E+00        2.593007E-01        
